UF;valor;id_servico;dia_venda
BA;130.0;972;4
CE;294.0;972;5
MA;89.0;972;6
BA;171.0;972;7
CE;269.0;972;8
CE;358.0;972;9
MA;171.0;972;10
CE;446.0;972;11
CE;130.0;972;12
MA;89.0;972;13
ES;89.0;972;14
CE;269.0;973;1
CE;212.0;973;2
MG;171.0;973;3
CE;357.0;973;4
SP;212.0;973;5
CE;179.0;973;6
CE;180.0;973;7
CE;446.0;973;8
CE;337.0;973;9
CE;41.0;973;10
GO;89.0;973;11
BA;41.0;973;12
MA;89.0;974;1
MA;89.0;974;2
CE;357.0;974;3
CE;422.0;974;4
CE;212.0;974;5
CE;89.0;974;6
CE;180.0;974;7
MA;130.0;974;8
CE;130.0;974;9
CE;89.0;974;10
DF;89.0;974;11
CE;297.0;974;12
AP;171.0;975;1
AL;212.0;975;2
CE;89.0;975;3
CE;82.0;975;4
CE;171.0;975;5
CE;130.0;975;6
CE;171.0;975;7
CE;91.0;975;8
CE;89.0;975;9
BA;130.0;975;10
CE;269.0;975;11
MA;171.0;975;12
CE;41.0;975;13
CE;179.0;975;14
AM;294.0;976;1
CE;357.0;976;2
MA;130.0;976;3
AL;130.0;976;4
BA;89.0;976;5
CE;268.0;976;6
BA;89.0;976;7
BA;89.0;976;8
AL;89.0;976;9
CE;91.0;976;10
MA;89.0;976;11
CE;89.0;976;12
MA;89.0;976;13
CE;41.0;977;1
CE;89.0;977;2
MA;171.0;977;3
CE;82.0;977;4
CE;253.0;977;5
CE;130.0;977;6
CE;130.0;977;7
CE;41.0;977;8
CE;180.0;977;9
CE;256.0;977;10
CE;358.0;977;11
BA;130.0;977;12
CE;268.0;977;13
CE;253.0;977;14
CE;358.0;977;15
MA;89.0;978;1
CE;41.0;978;2
CE;269.0;978;3
BA;89.0;978;4
CE;130.0;978;5
AL;212.0;978;6
CE;269.0;979;1
CE;337.0;979;2
BA;89.0;979;3
CE;624.0;979;4
CE;180.0;979;5
BA;89.0;979;6
CE;179.0;979;7
CE;358.0;979;8
AL;89.0;979;9
CE;269.0;979;10
CE;137.0;979;11
BA;130.0;979;12
BA;130.0;979;13
BA;171.0;979;14
CE;358.0;980;1
DF;212.0;980;2
CE;260.0;980;3
CE;239.0;980;4
MA;130.0;980;5
AM;171.0;981;1
GO;89.0;981;2
CE;89.0;981;3
CE;269.0;981;4
MA;89.0;981;5
ES;89.0;981;6
CE;130.0;981;7
BA;130.0;981;8
CE;179.0;982;1
CE;180.0;982;2
CE;154.0;982;3
CE;447.0;982;4
CE;179.0;982;5
BA;89.0;982;6
CE;91.0;982;7
BA;212.0;982;8
CE;212.0;982;9
CE;171.0;983;1
DF;130.0;983;2
CE;171.0;983;3
CE;212.0;983;4
CE;89.0;983;5
CE;41.0;983;6
CE;91.0;983;7
CE;171.0;983;8
CE;41.0;984;1
CE;269.0;984;2
CE;91.0;984;3
MA;171.0;984;4
AL;212.0;984;5
MA;130.0;984;6
CE;268.0;984;7
CE;91.0;984;8
CE;624.0;984;9
CE;437.0;984;10
GO;130.0;985;1
CE;91.0;985;2
AM;130.0;985;3
AL;212.0;985;4
CE;357.0;985;5
CE;41.0;985;6
DF;130.0;985;7
CE;268.0;986;1
CE;247.0;986;2
CE;179.0;986;3
CE;130.0;986;4
CE;250.0;986;5
CE;91.0;986;6
MA;89.0;986;7
CE;82.0;986;8
CE;89.0;986;9
BA;294.0;986;10
CE;137.0;986;11
CE;91.0;986;12
BA;89.0;986;13
CE;89.0;986;14
BA;130.0;986;15
MA;130.0;986;16
BA;130.0;986;17
MA;41.0;986;18
CE;268.0;986;19
CE;212.0;986;20
CE;180.0;987;1
CE;209.0;987;2
MA;89.0;987;3
CE;89.0;987;4
CE;130.0;987;5
MG;171.0;987;6
MA;212.0;988;1
MA;171.0;988;2
CE;91.0;988;3
CE;269.0;988;4
MA;89.0;988;5
CE;179.0;988;6
MA;253.0;988;7
BA;130.0;988;8
CE;41.0;988;9
CE;180.0;988;10
CE;179.0;989;1
CE;130.0;989;2
CE;179.0;989;3
CE;212.0;989;4
CE;357.0;989;5
CE;268.0;989;6
CE;171.0;989;7
CE;260.0;989;8
AL;171.0;989;9
CE;269.0;989;10
AL;130.0;990;1
MG;171.0;990;2
CE;89.0;990;3
MA;89.0;990;4
CE;155.0;990;5
AL;89.0;990;6
MA;89.0;990;7
BA;171.0;990;8
MA;89.0;991;1
MA;171.0;991;2
CE;89.0;991;3
CE;164.0;991;4
AL;89.0;991;5
MA;130.0;991;6
CE;179.0;991;7
CE;171.0;991;8
CE;171.0;991;9
MA;89.0;991;10
CE;130.0;992;1
CE;180.0;992;2
AL;89.0;992;3
DF;171.0;992;4
BA;89.0;992;5
BA;130.0;992;6
BA;130.0;992;7
AM;89.0;992;8
CE;180.0;992;9
CE;171.0;992;10
CE;269.0;992;11
CE;269.0;992;12
BA;294.0;992;13
BA;171.0;992;14
CE;358.0;993;1
PA;253.0;993;2
GO;164.0;993;3
BA;89.0;993;4
CE;91.0;993;5
CE;89.0;993;6
CE;91.0;993;7
CE;268.0;993;8
CE;446.0;993;9
MA;130.0;994;1
MA;212.0;994;2
BA;130.0;994;3
CE;130.0;994;4
CE;268.0;994;5
CE;254.0;994;6
CE;357.0;994;7
CE;357.0;995;1
CE;180.0;995;2
CE;89.0;995;3
CE;89.0;995;4
CE;269.0;995;5
CE;89.0;995;6
CE;130.0;995;7
CE;170.0;995;8
AL;130.0;996;1
MA;89.0;996;2
CE;268.0;996;3
CE;180.0;996;4
CE;268.0;996;5
BA;171.0;996;6
BA;212.0;997;1
CE;89.0;997;2
CE;358.0;997;3
BA;89.0;997;4
CE;366.0;997;5
DF;130.0;997;6
BA;130.0;997;7
CE;179.0;997;8
MA;89.0;997;9
CE;269.0;997;10
CE;89.0;998;1
BA;130.0;998;2
CE;357.0;998;3
BA;130.0;998;4
CE;91.0;998;5
BA;130.0;998;6
CE;41.0;998;7
CE;130.0;998;8
CE;203.0;998;9
CE;268.0;998;10
CE;41.0;999;1
CE;179.0;999;2
CE;269.0;999;3
MG;171.0;999;4
CE;357.0;999;5
CE;130.0;999;6
CE;269.0;999;7
CE;268.0;999;8
MA;89.0;999;9
CE;290.0;999;10
