UF;valor;id_servico;dia_venda
CE;269.0;127;2
CE;91.0;127;3
CE;447.0;127;4
CE;180.0;128;1
CE;357.0;128;2
CE;269.0;128;3
BA;171.0;128;4
BA;89.0;128;5
CE;171.0;128;6
CE;357.0;128;7
CE;89.0;128;8
CE;358.0;128;9
CE;179.0;128;10
AM;89.0;128;11
CE;180.0;128;12
BA;89.0;129;1
CE;171.0;129;2
CE;89.0;129;3
CE;358.0;129;4
ES;253.0;129;5
AM;294.0;129;6
ES;89.0;129;7
BA;130.0;129;8
CE;220.0;129;9
CE;446.0;130;1
CE;171.0;130;2
CE;463.0;130;3
CE;268.0;130;4
CE;179.0;130;5
CE;268.0;130;6
BA;171.0;130;7
CE;179.0;130;8
CE;212.0;130;9
BA;89.0;130;10
DF;171.0;130;11
CE;269.0;130;12
CE;357.0;130;13
CE;130.0;131;1
CE;269.0;131;2
CE;269.0;131;3
CE;171.0;131;4
CE;358.0;131;5
AL;130.0;131;6
CE;91.0;131;7
ES;171.0;131;8
CE;89.0;131;9
AL;130.0;131;10
AC;171.0;131;11
MA;171.0;131;12
CE;357.0;131;13
CE;82.0;132;1
CE;41.0;132;2
BA;89.0;132;3
CE;269.0;132;4
CE;194.0;132;5
CE;130.0;132;6
CE;269.0;132;7
BA;130.0;132;8
CE;269.0;132;9
BA;89.0;132;10
BA;89.0;132;11
BA;171.0;133;1
CE;89.0;133;2
CE;130.0;133;3
CE;180.0;133;4
CE;130.0;133;5
CE;212.0;133;6
CE;41.0;133;7
CE;269.0;133;8
CE;130.0;133;9
CE;212.0;133;10
BA;89.0;133;11
CE;358.0;133;12
CE;357.0;134;1
BA;171.0;134;2
CE;89.0;134;3
ES;89.0;134;4
CE;157.0;134;5
MG;130.0;134;6
CE;171.0;134;7
CE;357.0;134;8
CE;130.0;134;9
CE;171.0;134;10
CE;268.0;134;11
CE;89.0;135;1
CE;130.0;135;2
MA;130.0;135;3
CE;89.0;135;4
AM;89.0;135;5
MA;130.0;135;6
DF;130.0;136;1
BA;212.0;136;2
CE;357.0;136;3
MG;212.0;136;4
MG;171.0;136;5
MA;89.0;136;6
CE;446.0;136;7
PE;253.0;136;8
CE;268.0;136;9
BA;171.0;136;10
BA;171.0;136;11
CE;155.0;136;12
AP;130.0;137;1
CE;341.0;137;2
CE;289.0;137;3
CE;268.0;137;4
MG;130.0;137;5
AM;171.0;137;6
CE;357.0;137;7
CE;41.0;137;8
CE;397.0;137;9
CE;268.0;137;10
CE;358.0;137;11
AM;89.0;137;12
BA;171.0;138;1
CE;130.0;138;2
CE;179.0;138;3
CE;269.0;138;4
CE;137.0;138;5
CE;91.0;138;6
BA;130.0;138;7
CE;171.0;138;8
CE;171.0;138;9
AM;130.0;138;10
ES;89.0;138;11
PE;130.0;138;12
CE;130.0;138;13
CE;130.0;139;1
CE;179.0;139;2
BA;130.0;139;3
MG;89.0;139;4
CE;268.0;139;5
MA;130.0;139;6
CE;180.0;139;7
CE;268.0;140;1
CE;357.0;140;2
CE;447.0;140;3
CE;89.0;140;4
CE;171.0;140;5
CE;268.0;141;1
CE;180.0;141;2
CE;212.0;141;3
CE;171.0;141;4
CE;171.0;141;5
CE;41.0;141;6
BA;171.0;141;7
CE;325.0;141;8
CE;82.0;141;9
CE;180.0;141;10
AM;171.0;141;11
AM;89.0;141;12
CE;357.0;142;1
CE;269.0;142;2
CE;171.0;142;3
BA;89.0;142;4
MA;89.0;142;5
CE;180.0;142;6
MG;130.0;142;7
CE;171.0;142;8
CE;358.0;143;1
BA;130.0;143;2
CE;82.0;143;3
BA;89.0;143;4
CE;357.0;144;1
CE;357.0;144;2
CE;269.0;144;3
AP;294.0;144;4
CE;130.0;144;5
CE;89.0;144;6
AM;130.0;144;7
AM;171.0;144;8
CE;91.0;145;1
MA;130.0;145;2
CE;337.0;145;3
CE;171.0;145;4
CE;179.0;145;5
CE;179.0;145;6
CE;357.0;145;7
CE;268.0;145;8
CE;41.0;145;9
BA;89.0;146;1
AC;253.0;146;2
CE;268.0;146;3
CE;269.0;146;4
CE;130.0;146;5
BA;171.0;147;1
MG;130.0;147;2
CE;253.0;147;3
CE;130.0;147;4
DF;294.0;147;5
CE;170.0;147;6
CE;89.0;147;7
BA;130.0;147;8
CE;212.0;147;9
CE;447.0;147;10
CE;357.0;147;11
BA;171.0;147;12
MA;130.0;147;13
CE;268.0;147;14
CE;625.0;147;15
MA;130.0;147;16
CE;180.0;147;17
AM;212.0;147;18
CE;130.0;148;1
BA;82.0;148;2
BA;89.0;148;3
PA;212.0;148;4
MA;130.0;148;5
CE;180.0;148;6
CE;268.0;148;7
AL;171.0;148;8
CE;169.0;148;9
CE;253.0;149;1
BA;130.0;149;2
CE;625.0;149;3
BA;130.0;149;4
CE;89.0;149;5
CE;89.0;149;6
CE;91.0;149;7
CE;269.0;149;8
CE;251.0;149;9
CE;268.0;149;10
CE;179.0;149;11
AM;130.0;149;12
CE;269.0;150;1
MA;89.0;150;2
GO;89.0;150;3
CE;180.0;150;4
CE;357.0;150;5
BA;89.0;150;6
BA;171.0;150;7
CE;171.0;150;8
AM;212.0;150;9
CE;171.0;150;10
CE;91.0;150;11
CE;357.0;151;1
CE;130.0;151;2
BA;130.0;151;3
AL;89.0;151;4
CE;269.0;151;5
MA;130.0;151;6
CE;171.0;151;7
ES;89.0;151;8
MG;130.0;151;9
BA;89.0;151;10
GO;41.0;151;11
CE;91.0;152;1
CE;269.0;152;2
AL;130.0;152;3
CE;212.0;152;4
CE;179.0;152;5
CE;179.0;152;6
CE;170.0;152;7
MA;89.0;152;8
MA;212.0;152;9
BA;130.0;152;10
CE;212.0;152;11
AL;171.0;152;12
MG;130.0;152;13
CE;41.0;152;14
BA;130.0;153;1
CE;268.0;153;2
CE;179.0;153;3
CE;269.0;153;4
CE;268.0;153;5
CE;91.0;153;6
CE;179.0;153;7
CE;338.0;153;8
MA;171.0;153;9
DF;171.0;153;10
DF;253.0;154;1
BA;89.0;154;2
CE;89.0;154;3
CE;357.0;154;4
MA;171.0;154;5
MA;89.0;154;6
CE;357.0;154;7
CE;197.0;154;8
CE;358.0;154;9
MA;171.0;154;10
CE;171.0;154;11
CE;535.0;155;1
GO;171.0;155;2
CE;269.0;155;3
MA;41.0;155;4
BA;89.0;155;5
MG;89.0;155;6
CE;180.0;155;7
AL;171.0;156;1
CE;212.0;156;2
BA;89.0;156;3
AL;171.0;156;4
BA;89.0;156;5
CE;268.0;156;6
CE;269.0;156;7
CE;89.0;156;8
CE;89.0;156;9
BA;89.0;156;10
BA;212.0;156;11
CE;253.0;156;12
CE;130.0;156;13
CE;358.0;157;1
ES;212.0;157;2
CE;357.0;157;3
DF;89.0;157;4
CE;209.0;157;5
CE;130.0;157;6
RJ;253.0;157;7
AM;294.0;157;8
CE;269.0;157;9
CE;253.0;158;1
CE;357.0;158;2
BA;130.0;158;3
CE;179.0;158;4
CE;137.0;158;5
CE;123.0;158;6
CE;91.0;158;7
CE;171.0;158;8
CE;447.0;159;1
CE;89.0;159;2
CE;89.0;159;3
AL;171.0;159;4
CE;357.0;159;5
MA;171.0;159;6
CE;358.0;159;7
AM;130.0;159;8
BA;89.0;160;1
BA;89.0;160;2
AL;130.0;160;3
CE;171.0;160;4
CE;625.0;160;5
BA;89.0;160;6
CE;156.0;160;7
CE;130.0;160;8
CE;180.0;160;9
BA;171.0;161;1
GO;130.0;161;2
CE;180.0;161;3
MT;294.0;161;4
BA;130.0;161;5
MA;171.0;161;6
BA;89.0;161;7
ES;89.0;161;8
CE;171.0;161;9
CE;179.0;161;10
CE;447.0;161;11
CE;91.0;161;12
AL;89.0;162;1
MA;89.0;162;2
MA;294.0;162;3
CE;179.0;162;4
MA;89.0;162;5
CE;89.0;162;6
MA;89.0;162;7
ES;171.0;163;1
DF;171.0;163;2
MA;89.0;163;3
CE;358.0;163;4
CE;130.0;163;5
CE;130.0;163;6
CE;89.0;163;7
ES;89.0;163;8
CE;91.0;163;9
MA;171.0;163;10
MA;89.0;164;1
CE;123.0;164;2
CE;358.0;164;3
CE;89.0;164;4
BA;89.0;164;5
CE;130.0;164;6
CE;357.0;164;7
BA;171.0;164;8
CE;91.0;164;9
MA;89.0;165;1
AM;130.0;165;2
CE;358.0;165;3
CE;269.0;165;4
BA;89.0;165;5
CE;446.0;165;6
CE;357.0;165;7
CE;179.0;165;8
BA;89.0;166;1
BA;130.0;166;2
CE;82.0;166;3
BA;212.0;166;4
CE;180.0;166;5
CE;130.0;166;6
CE;212.0;166;7
AP;130.0;167;1
MA;89.0;167;2
CE;82.0;167;3
BA;130.0;167;4
CE;171.0;167;5
BA;294.0;167;6
CE;91.0;167;7
AM;89.0;167;8
CE;91.0;167;9
MA;89.0;167;10
BA;171.0;167;11
AM;171.0;167;12
AC;171.0;168;1
BA;171.0;168;2
MA;89.0;168;3
PA;253.0;168;4
CE;250.0;168;5
CE;82.0;168;6
CE;446.0;168;7
CE;407.0;168;8
CE;91.0;168;9
CE;250.0;168;10
CE;91.0;168;11
AL;89.0;168;12
CE;130.0;168;13
CE;180.0;168;14
AL;89.0;168;15
MA;171.0;168;16
MG;253.0;168;17
CE;91.0;169;1
MA;89.0;169;2
CE;488.0;169;3
BA;294.0;169;4
BA;89.0;169;5
CE;268.0;169;6
CE;212.0;169;7
CE;91.0;169;8
MG;212.0;169;9
CE;171.0;169;10
AM;253.0;169;11
CE;137.0;169;12
CE;123.0;170;1
MA;130.0;170;2
CE;625.0;170;3
CE;180.0;170;4
CE;180.0;170;5
CE;171.0;170;6
MA;130.0;170;7
BA;89.0;170;8
CE;188.0;170;9
CE;357.0;170;10
CE;130.0;170;11
CE;89.0;170;12
CE;447.0;171;1
CE;357.0;171;2
CE;358.0;171;3
MA;89.0;171;4
CE;253.0;171;5
BA;89.0;171;6
CE;89.0;171;7
BA;171.0;171;8
CE;358.0;172;1
BA;89.0;172;2
CE;268.0;172;3
MA;130.0;172;4
BA;89.0;172;5
CE;179.0;172;6
CE;180.0;172;7
MA;212.0;172;8
BA;130.0;172;9
CE;123.0;173;1
MA;89.0;173;2
CE;269.0;173;3
CE;179.0;173;4
CE;268.0;173;5
PI;130.0;174;1
CE;179.0;174;2
CE;269.0;174;3
BA;89.0;174;4
CE;180.0;174;5
CE;357.0;174;6
CE;130.0;174;7
CE;130.0;175;1
CE;91.0;175;2
CE;171.0;175;3
CE;89.0;175;4
AL;89.0;175;5
CE;89.0;175;6
CE;230.0;176;1
DF;123.0;176;2
AM;294.0;176;3
MA;89.0;176;4
CE;130.0;176;5
CE;179.0;176;6
CE;254.0;176;7
CE;180.0;176;8
CE;130.0;176;9
CE;41.0;177;1
CE;180.0;177;2
MA;212.0;177;3
CE;91.0;177;4
CE;109.0;177;5
CE;212.0;177;6
CE;250.0;178;1
AL;89.0;178;2
CE;89.0;178;3
MG;130.0;178;4
CE;446.0;178;5
CE;447.0;178;6
CE;91.0;178;7
PI;294.0;178;8
CE;268.0;178;9
CE;268.0;178;10
CE;89.0;178;11
MA;130.0;178;12
CE;269.0;178;13
CE;89.0;178;14
CE;358.0;178;15
CE;180.0;179;1
BA;89.0;179;2
CE;179.0;179;3
GO;89.0;179;4
MA;130.0;179;5
CE;170.0;179;6
BA;89.0;179;7
ES;130.0;179;8
CE;268.0;179;9
CE;179.0;179;10
CE;179.0;179;11
CE;41.0;179;12
CE;301.0;179;13
GO;212.0;179;14
AM;212.0;179;15
BA;89.0;179;16
CE;358.0;180;1
CE;253.0;180;2
CE;253.0;180;3
CE;358.0;180;4
CE;89.0;180;5
CE;212.0;180;6
AL;171.0;180;7
CE;269.0;180;8
DF;89.0;180;9
CE;171.0;180;10
AL;89.0;180;11
CE;268.0;180;12
CE;41.0;180;13
CE;123.0;181;1
CE;91.0;181;2
DF;123.0;181;3
CE;178.0;181;4
CE;130.0;181;5
CE;446.0;181;6
CE;91.0;181;7
AM;212.0;181;8
CE;536.0;181;9
CE;446.0;181;10
CE;130.0;182;1
CE;171.0;182;2
CE;179.0;182;3
BA;130.0;182;4
CE;171.0;182;5
CE;714.0;182;6
CE;130.0;182;7
MA;89.0;182;8
CE;123.0;183;1
CE;358.0;183;2
CE;180.0;183;3
CE;536.0;183;4
MA;41.0;183;5
ES;212.0;183;6
CE;268.0;183;7
BA;89.0;183;8
DF;130.0;183;9
CE;357.0;183;10
AM;89.0;183;11
CE;171.0;183;12
CE;358.0;184;1
CE;179.0;184;2
CE;89.0;184;3
CE;714.0;184;4
MT;294.0;184;5
CE;268.0;184;6
CE;89.0;184;7
CE;171.0;185;1
GO;130.0;185;2
CE;82.0;185;3
BA;89.0;185;4
AL;171.0;185;5
CE;91.0;185;6
CE;130.0;185;7
CE;253.0;185;8
GO;171.0;185;9
CE;171.0;185;10
CE;82.0;185;11
CE;89.0;185;12
RJ;89.0;186;1
CE;91.0;186;2
CE;179.0;186;3
BA;171.0;186;4
CE;331.0;186;5
BA;212.0;186;6
CE;171.0;186;7
DF;130.0;186;8
BA;253.0;186;9
ES;130.0;186;10
CE;371.0;186;11
CE;357.0;186;12
CE;91.0;187;1
BA;89.0;187;2
CE;130.0;187;3
BA;130.0;187;4
MA;171.0;187;5
BA;89.0;187;6
CE;219.0;187;7
CE;269.0;187;8
MA;89.0;187;9
CE;171.0;188;1
MA;294.0;188;2
CE;89.0;188;3
CE;358.0;188;4
ES;130.0;188;5
CE;268.0;188;6
GO;171.0;188;7
MA;89.0;188;8
MA;212.0;188;9
CE;180.0;189;1
CE;268.0;189;2
CE;212.0;189;3
CE;357.0;189;4
CE;41.0;189;5
CE;406.0;189;6
CE;165.0;189;7
CE;130.0;190;1
CE;446.0;190;2
CE;89.0;190;3
CE;269.0;190;4
CE;91.0;190;5
RJ;253.0;190;6
BA;89.0;190;7
ES;130.0;190;8
CE;269.0;190;9
DF;171.0;190;10
AL;130.0;190;11
GO;41.0;190;12
BA;130.0;190;13
CE;171.0;190;14
CE;89.0;190;15
MA;130.0;190;16
MA;89.0;190;17
CE;130.0;190;18
CE;269.0;191;1
AC;253.0;191;2
CE;341.0;191;3
ES;130.0;191;4
CE;253.0;191;5
BA;171.0;191;6
BA;89.0;191;7
CE;89.0;191;8
CE;446.0;191;9
CE;171.0;191;10
CE;357.0;191;11
CE;268.0;191;12
CE;212.0;191;13
CE;268.0;191;14
CE;171.0;191;15
MA;89.0;192;1
MA;130.0;192;2
CE;89.0;192;3
CE;357.0;192;4
BA;89.0;192;5
CE;219.0;192;6
CE;41.0;192;7
CE;188.0;192;8
CE;624.0;192;9
BA;171.0;192;10
AM;253.0;192;11
CE;91.0;192;12
AP;253.0;192;13
CE;447.0;192;14
CE;130.0;193;1
CE;269.0;193;2
MA;130.0;193;3
CE;179.0;193;4
CE;268.0;193;5
CE;212.0;193;6
MA;130.0;193;7
AM;130.0;193;8
BA;89.0;194;1
BA;89.0;194;2
CE;89.0;194;3
BA;89.0;194;4
MA;41.0;194;5
CE;268.0;194;6
CE;358.0;194;7
CE;357.0;194;8
GO;171.0;194;9
CE;91.0;195;1
CE;91.0;195;2
CE;130.0;195;3
CE;180.0;195;4
BA;89.0;195;5
BA;130.0;195;6
CE;89.0;195;7
CE;180.0;195;8
GO;171.0;195;9
GO;171.0;195;10
CE;171.0;195;11
MA;89.0;196;1
BA;89.0;196;2
CE;253.0;196;3
MA;89.0;196;4
CE;171.0;196;5
AL;130.0;196;6
CE;269.0;196;7
CE;268.0;196;8
AM;89.0;196;9
CE;91.0;196;10
PA;253.0;196;11
CE;357.0;196;12
CE;130.0;196;13
PA;253.0;196;14
MA;130.0;197;1
MG;89.0;197;2
CE;268.0;197;3
CE;180.0;197;4
CE;89.0;197;5
CE;91.0;197;6
BA;130.0;197;7
BA;130.0;197;8
CE;89.0;197;9
CE;180.0;198;1
CE;309.0;198;2
CE;137.0;198;3
MA;130.0;198;4
CE;268.0;198;5
BA;130.0;198;6
CE;244.0;199;1
CE;82.0;199;2
MA;212.0;199;3
MA;171.0;199;4
GO;171.0;199;5
BA;130.0;199;6
DF;171.0;199;7
CE;130.0;199;8
AL;130.0;200;1
CE;357.0;200;2
CE;130.0;200;3
CE;179.0;200;4
GO;89.0;200;5
MA;89.0;200;6
CE;358.0;200;7
RJ;294.0;200;8
CE;180.0;200;9
CE;130.0;200;10
CE;269.0;200;11
CE;447.0;200;12
CE;171.0;200;13
BA;89.0;201;1
BA;212.0;201;2
CE;171.0;201;3
CE;171.0;201;4
MA;130.0;201;5
MA;130.0;201;6
BA;89.0;201;7
AM;171.0;201;8
GO;212.0;201;9
BA;89.0;201;10
MA;171.0;201;11
CE;268.0;201;12
CE;180.0;201;13
CE;130.0;201;14
CE;447.0;202;1
CE;91.0;202;2
CE;41.0;202;3
CE;446.0;202;4
CE;233.0;202;5
CE;171.0;202;6
BA;89.0;203;1
MA;130.0;203;2
CE;171.0;203;3
CE;89.0;203;4
AL;89.0;203;5
MG;171.0;203;6
BA;89.0;203;7
CE;91.0;203;8
CE;91.0;203;9
AP;41.0;203;10
BA;130.0;204;1
CE;91.0;204;2
CE;535.0;204;3
CE;310.0;204;4
CE;268.0;204;5
MG;130.0;204;6
CE;179.0;204;7
RJ;253.0;204;8
CE;89.0;204;9
CE;268.0;204;10
BA;89.0;205;1
CE;357.0;205;2
BA;130.0;205;3
BA;89.0;205;4
CE;89.0;205;5
BA;89.0;205;6
BA;130.0;205;7
MA;171.0;205;8
AL;130.0;205;9
CE;180.0;205;10
MA;89.0;205;11
BA;212.0;205;12
CE;89.0;205;13
CE;253.0;205;14
CE;268.0;205;15
CE;268.0;205;16
CE;469.0;206;1
AM;89.0;206;2
CE;123.0;206;3
CE;89.0;206;4
MA;130.0;206;5
BA;130.0;206;6
AL;130.0;206;7
BA;130.0;206;8
ES;171.0;206;9
GO;212.0;206;10
MA;89.0;206;11
CE;91.0;207;1
CE;358.0;207;2
BA;130.0;207;3
CE;212.0;207;4
AP;171.0;207;5
AL;171.0;207;6
CE;212.0;207;7
CE;179.0;207;8
DF;82.0;207;9
CE;171.0;207;10
BA;89.0;207;11
CE;179.0;208;1
BA;171.0;208;2
CE;446.0;208;3
BA;171.0;208;4
CE;446.0;208;5
CE;269.0;208;6
AM;89.0;209;1
CE;357.0;209;2
CE;269.0;209;3
CE;219.0;209;4
CE;268.0;209;5
CE;253.0;209;6
MA;212.0;210;1
CE;123.0;210;2
CE;357.0;210;3
DF;130.0;210;4
MG;212.0;210;5
CE;130.0;210;6
CE;180.0;210;7
CE;446.0;210;8
CE;220.0;210;9
MA;212.0;210;10
CE;91.0;210;11
CE;179.0;210;12
CE;130.0;210;13
CE;137.0;211;1
CE;130.0;211;2
CE;180.0;211;3
CE;89.0;211;4
CE;179.0;211;5
RJ;253.0;211;6
AL;89.0;211;7
AM;171.0;211;8
MA;89.0;211;9
CE;130.0;211;10
MG;171.0;212;1
AP;89.0;212;2
CE;185.0;212;3
BA;130.0;212;4
CE;89.0;212;5
CE;357.0;212;6
CE;212.0;212;7
MA;130.0;212;8
CE;447.0;212;9
CE;268.0;212;10
MA;212.0;213;1
CE;269.0;213;2
AL;171.0;213;3
AM;294.0;213;4
CE;269.0;213;5
MA;130.0;213;6
PA;212.0;213;7
CE;130.0;213;8
MA;171.0;213;9
MA;171.0;213;10
CE;123.0;213;11
BA;212.0;213;12
CE;91.0;214;1
CE;164.0;214;2
MA;171.0;214;3
CE;357.0;214;4
MA;171.0;214;5
CE;179.0;214;6
CE;91.0;214;7
BA;130.0;214;8
CE;130.0;214;9
MA;89.0;214;10
CE;155.0;214;11
CE;357.0;214;12
MA;130.0;214;13
CE;180.0;214;14
CE;130.0;214;15
CE;91.0;214;16
BA;89.0;215;1
CE;41.0;215;2
DF;212.0;215;3
AM;130.0;215;4
AL;212.0;215;5
CE;89.0;215;6
BA;89.0;215;7
CE;130.0;216;1
CE;257.0;216;2
CE;171.0;216;3
CE;179.0;216;4
CE;82.0;216;5
CE;130.0;216;6
BA;171.0;216;7
CE;91.0;216;8
AC;89.0;216;9
AC;212.0;216;10
BA;89.0;216;11
CE;130.0;216;12
CE;171.0;217;1
MA;89.0;217;2
CE;446.0;217;3
CE;268.0;217;4
CE;268.0;217;5
CE;89.0;217;6
CE;171.0;217;7
BA;89.0;217;8
AL;130.0;217;9
CE;257.0;218;1
CE;212.0;218;2
PA;294.0;218;3
CE;446.0;218;4
CE;268.0;218;5
CE;269.0;218;6
BA;171.0;218;7
BA;89.0;219;1
CE;268.0;219;2
MA;294.0;219;3
CE;268.0;219;4
CE;358.0;219;5
CE;179.0;219;6
CE;179.0;220;1
CE;41.0;220;2
CE;130.0;220;3
CE;130.0;220;4
CE;179.0;220;5
CE;82.0;220;6
CE;89.0;220;7
BA;89.0;221;1
CE;221.0;221;2
AL;171.0;221;3
PA;212.0;221;4
BA;130.0;222;1
CE;180.0;222;2
CE;180.0;222;3
CE;180.0;222;4
MT;294.0;222;5
CE;269.0;222;6
CE;179.0;222;7
MA;171.0;222;8
BA;171.0;222;9
CE;268.0;222;10
BA;130.0;222;11
BA;89.0;223;1
BA;89.0;223;2
CE;180.0;223;3
CE;179.0;223;4
CE;130.0;223;5
CE;137.0;223;6
AM;89.0;223;7
CE;357.0;223;8
BA;89.0;223;9
BA;89.0;223;10
CE;130.0;224;1
CE;180.0;224;2
AL;89.0;224;3
CE;253.0;224;4
MA;171.0;224;5
BA;171.0;224;6
CE;536.0;224;7
BA;130.0;225;1
CE;357.0;225;2
CE;41.0;225;3
BA;89.0;225;4
MG;89.0;225;5
CE;171.0;225;6
CE;129.0;225;7
CE;180.0;225;8
CE;82.0;225;9
BA;89.0;225;10
MA;171.0;226;1
CE;358.0;226;2
BA;130.0;226;3
MA;171.0;226;4
MA;130.0;226;5
CE;239.0;226;6
DF;130.0;226;7
BA;253.0;226;8
CE;714.0;226;9
CE;212.0;227;1
CE;41.0;227;2
AM;212.0;227;3
CE;358.0;227;4
AL;171.0;227;5
BA;253.0;227;6
PA;212.0;228;1
CE;130.0;228;2
CE;130.0;228;3
CE;179.0;228;4
CE;268.0;228;5
CE;130.0;228;6
CE;253.0;228;7
CE;268.0;228;8
CE;89.0;229;1
DF;82.0;229;2
CE;253.0;229;3
DF;294.0;229;4
BA;212.0;229;5
CE;180.0;229;6
BA;130.0;229;7
CE;171.0;229;8
CE;536.0;229;9
BA;89.0;230;1
CE;309.0;230;2
BA;130.0;230;3
CE;91.0;230;4
CE;130.0;231;1
BA;130.0;231;2
CE;268.0;231;3
CE;268.0;231;4
CE;208.0;231;5
BA;130.0;231;6
CE;179.0;231;7
ES;212.0;231;8
AM;212.0;231;9
CE;130.0;231;10
CE;41.0;232;1
CE;179.0;232;2
BA;89.0;232;3
CE;130.0;232;4
CE;446.0;232;5
CE;91.0;232;6
ES;82.0;232;7
AC;130.0;232;8
BA;171.0;232;9
BA;212.0;232;10
CE;89.0;232;11
CE;268.0;232;12
CE;89.0;233;1
CE;447.0;233;2
CE;268.0;233;3
CE;269.0;233;4
CE;358.0;233;5
CE;357.0;233;6
BA;130.0;233;7
CE;178.0;233;8
CE;268.0;233;9
CE;257.0;233;10
ES;130.0;233;11
MA;253.0;233;12
AL;130.0;233;13
CE;357.0;233;14
AM;212.0;233;15
ES;89.0;233;16
CE;180.0;234;1
MA;89.0;234;2
PA;294.0;234;3
MA;130.0;234;4
MA;171.0;234;5
CE;130.0;234;6
CE;358.0;234;7
BA;130.0;234;8
DF;253.0;234;9
MA;171.0;234;10
CE;130.0;234;11
CE;337.0;234;12
MA;253.0;234;13
AM;171.0;234;14
BA;89.0;235;1
BA;130.0;235;2
MA;171.0;235;3
CE;357.0;235;4
MA;171.0;235;5
AM;89.0;235;6
CE;171.0;235;7
CE;171.0;235;8
CE;268.0;235;9
CE;358.0;235;10
MA;171.0;236;1
CE;235.0;236;2
CE;268.0;236;3
BA;89.0;236;4
CE;82.0;236;5
CE;358.0;236;6
CE;89.0;236;7
MA;171.0;236;8
CE;130.0;236;9
CE;269.0;236;10
BA;294.0;236;11
MG;89.0;236;12
CE;268.0;236;13
CE;179.0;237;1
CE;130.0;237;2
CE;41.0;237;3
CE;89.0;237;4
CE;257.0;237;5
MA;130.0;237;6
CE;268.0;237;7
CE;91.0;238;1
DF;89.0;238;2
CE;89.0;238;3
BA;130.0;238;4
AL;253.0;238;5
CE;301.0;238;6
CE;357.0;238;7
MA;130.0;238;8
BA;89.0;238;9
ES;130.0;238;10
CE;91.0;238;11
CE;130.0;239;1
CE;180.0;239;2
CE;89.0;239;3
CE;253.0;239;4
CE;268.0;239;5
CE;179.0;239;6
CE;82.0;239;7
CE;179.0;239;8
CE;212.0;239;9
CE;268.0;239;10
CE;357.0;239;11
MA;171.0;239;12
CE;269.0;239;13
CE;180.0;240;1
CE;130.0;240;2
BA;89.0;240;3
MG;89.0;240;4
CE;82.0;240;5
PE;171.0;240;6
CE;357.0;240;7
CE;179.0;240;8
CE;269.0;240;9
BA;89.0;240;10
MA;171.0;240;11
CE;253.0;241;1
MA;89.0;241;2
CE;143.0;241;3
CE;89.0;241;4
DF;89.0;241;5
BA;171.0;241;6
CE;180.0;241;7
CE;91.0;242;1
CE;210.0;242;2
CE;180.0;242;3
AM;212.0;242;4
AL;171.0;242;5
BA;212.0;242;6
CE;89.0;242;7
CE;269.0;242;8
CE;171.0;242;9
MA;89.0;242;10
CE;179.0;242;11
CE;253.0;243;1
CE;130.0;243;2
CE;446.0;243;3
CE;220.0;243;4
CE;179.0;243;5
CE;624.0;243;6
CE;89.0;244;1
AL;212.0;244;2
BA;212.0;244;3
AL;130.0;244;4
BA;89.0;244;5
AL;89.0;244;6
CE;269.0;244;7
AL;130.0;244;8
MA;130.0;244;9
CE;89.0;244;10
CE;130.0;245;1
CE;130.0;245;2
BA;89.0;245;3
AM;89.0;245;4
CE;89.0;245;5
BA;89.0;245;6
ES;171.0;245;7
MA;171.0;245;8
CE;171.0;246;1
PA;212.0;246;2
CE;269.0;246;3
CE;358.0;246;4
DF;171.0;246;5
CE;180.0;246;6
MA;130.0;246;7
CE;257.0;246;8
MA;253.0;246;9
GO;89.0;246;10
CE;178.0;246;11
CE;171.0;246;12
CE;180.0;246;13
BA;130.0;246;14
BA;89.0;247;1
MA;130.0;247;2
CE;269.0;247;3
CE;268.0;247;4
MA;171.0;247;5
BA;212.0;247;6
BA;212.0;247;7
CE;212.0;247;8
MA;130.0;247;9
CE;180.0;247;10
CE;130.0;247;11
BA;171.0;247;12
CE;269.0;247;13
CE;180.0;247;14
BA;130.0;247;15
CE;358.0;247;16
CE;499.0;248;1
BA;89.0;248;2
CE;358.0;248;3
MA;130.0;248;4
CE;82.0;248;5
GO;130.0;248;6
CE;357.0;248;7
CE;358.0;248;8
CE;357.0;248;9
CE;171.0;249;1
MA;89.0;249;2
CE;269.0;249;3
MA;89.0;249;4
CE;164.0;249;5
CE;179.0;249;6
BA;171.0;249;7
CE;89.0;249;8
CE;171.0;249;9
MG;212.0;249;10
BA;171.0;249;11
BA;171.0;249;12
CE;89.0;249;13
CE;220.0;249;14
CE;447.0;249;15
AP;253.0;249;16
CE;269.0;249;17
CE;212.0;249;18
CE;294.0;250;1
CE;91.0;250;2
CE;535.0;250;3
CE;268.0;250;4
BA;89.0;250;5
CE;130.0;250;6
CE;171.0;250;7
MA;130.0;250;8
CE;91.0;251;1
BA;130.0;251;2
CE;91.0;251;3
BA;130.0;251;4
CE;396.0;251;5
CE;171.0;251;6
CE;91.0;251;7
BA;130.0;251;8
PE;294.0;251;9
BA;130.0;251;10
CE;308.0;252;1
MG;41.0;252;2
BA;130.0;252;3
CE;260.0;252;4
AL;205.0;252;5
CE;89.0;252;6
CE;212.0;252;7
ES;130.0;252;8
CE;179.0;252;9
MA;89.0;252;10
BA;253.0;252;11
CE;137.0;252;12
CE;212.0;252;13
